,stop_from_name,stop_to_name,route_type,weight
283992,Horčičkova,Jižní Město,3,2806
284739,Horčičkova,Newtonova,3,783
284931,Horčičkova,Sídliště Petrovice,3,384
285041,"Hospozín,ObÚ","Hobšovice,Křovice I",3,25
285046,"Hospozín,ObÚ","Hospozín,hostinec",3,30
285052,"Hospozín,ObÚ","Hospozín,nad kostelem",3,78
285070,"Hospozín,ObÚ","Kmetiněves,žel.st.",3,73
285087,"Hospozín,hostinec","Hospozín,ObÚ",3,25
285092,"Hospozín,hostinec","Hospozín,závod",3,30
285098,"Hospozín,nad kostelem","Hospozín,ObÚ",3,73
285115,"Hospozín,nad kostelem",Černuc,3,78
285133,"Hospozín,závod","Hospozín,hostinec",3,25
285138,"Hospozín,závod","Kmetiněves,křižovatka",3,30
285144,Hostavice,Lomnická,3,1808
285587,Hostavice,Novozámecká,3,206
285636,Hostivařská,K Lesoparku,3,368
285758,Hostivařská,Na Groši,3,1346
286088,Hostivařská,Na Groši,0,3874
287019,Hostivařská,Nádraží Hostivař,0,4145
287025,Hostivařská,Nádraží Hostivař,3,959
288247,Hostivařské náměstí,Na Groši,3,598
288384,Hostivařské náměstí,Obchodní centrum Hostivař,3,786
288577,Hostivařské náměstí,Selská,3,1372
288901,Hostivice,"Hostivice,Jeneček",3,299
288971,Hostivice,"Hostivice,Na Pískách",3,453
289074,Hostivice,"Hostivice,Nouzov",3,424
289169,Hostivice,"Hostivice,Nádraží",3,127
289201,Hostivice,"Hostivice,Stadion",3,705
289363,Hostivice,Hostivice-Sadová,2,140
289396,Hostivice,Jeneček odbočka,2,426
289482,Hostivice,hr.VUSC 0100/0200 09,2,5
289485,Hostivice,"km 13,112=13,200",2,291
289541,"Hostivice,Břve","Chýně,Pivovarský dvůr",3,132
289575,"Hostivice,Břve","Hostivice,Břve,Sportovní hala",3,254
289639,"Hostivice,Břve","Hostivice,Staré Litovice",3,127
289671,"Hostivice,Břve,Sportovní hala","Hostivice,Břve",3,259
289737,"Hostivice,Jeneček",Hostivice,3,299
289807,"Hostivice,Jeneček","Hostivice,Sportovců",3,448
289909,"Hostivice,Jeneček","Hostivice,Ve Vilkách",3,455
290014,"Hostivice,Jeneček",Jeneč,3,299
290084,"Hostivice,K Dálnici","Hostivice,Průmyslová",3,35
290091,"Hostivice,K Dálnici",Zličín,3,146
290125,"Hostivice,Litovice","Hostivice,Sportovců",3,455
290230,"Hostivice,Litovice","Hostivice,Stadion",3,705
290390,"Hostivice,Litovice","Hostivice,Staré Litovice",3,255
290448,"Hostivice,Na Pískách",Hostivice,3,450
290552,"Hostivice,Na Pískách",Sobín,3,453
290655,"Hostivice,Nouzov",Hostivice,3,434
290752,"Hostivice,Nouzov","Hostivice,K Dálnici",3,146
290786,"Hostivice,Nouzov","Hostivice,Nádraží",3,5
290787,"Hostivice,Nouzov","Hostivice,Palouky",3,110
290809,"Hostivice,Nouzov","Hostivice,Průmyslová",3,178
290850,"Hostivice,Nádraží",Hostivice,3,120
290881,"Hostivice,Nádraží","Hostivice,Nouzov",3,10
290883,"Hostivice,Nádraží","Hostivice,Ve Vilkách",3,70
290897,"Hostivice,Palouky","Hostivice,Průmyslová",3,298
290962,"Hostivice,Palouky",Na Hůrce,3,288
291025,"Hostivice,Průmyslová","Hostivice,Nouzov",3,439
291123,"Hostivice,Průmyslová","Hostivice,Palouky",3,178
291164,"Hostivice,Sportovců","Hostivice,Jeneček",3,455
291269,"Hostivice,Sportovců","Hostivice,Litovice",3,448
291371,"Hostivice,Stadion",Hostivice,3,705
291531,"Hostivice,Stadion","Hostivice,Litovice",3,710
291694,"Hostivice,Staré Litovice","Hostivice,Břve",3,120
291725,"Hostivice,Staré Litovice","Hostivice,Litovice",3,257
291783,"Hostivice,Staré Litovice","Hostivice,Ve Vilkách",3,135
291810,"Hostivice,Ve Vilkách","Chýně,Nádraží",3,70
291824,"Hostivice,Ve Vilkách","Hostivice,Jeneček",3,463
291929,"Hostivice,Ve Vilkách","Hostivice,Nádraží",3,75
291944,"Hostivice,Ve Vilkách","Hostivice,Staré Litovice",3,130
291970,"Hostivice,Ve Vilkách","Jeneč,Lidická",3,254
292030,Hostivice-Litovice,Chýně,2,86
292045,Hostivice-Litovice,Hostivice-U hřbitova,2,91
292061,Hostivice-Sadová,Hostivice,2,130
292092,Hostivice-Sadová,hr.VUSC 0100/0200 09,2,140
292125,Hostivice-U hřbitova,Hostivice-Litovice,2,86
292140,Hostivice-U hřbitova,Jeneček vhb.č.5,2,91
292156,Hostomice pod Brdy,Osov,2,68
292173,Hostomice pod Brdy,Radouš,2,68
292188,"Hostomice,Bezdědice","Hostomice,Radouš",3,118
292214,"Hostomice,Bezdědice","Hostomice,škola",3,133
292243,"Hostomice,Lštěň","Hostomice,nám.",3,5
292244,"Hostomice,Lštěň","Velký Chlumec,Malý Chlumec",3,5
292245,"Hostomice,Lštěň,rozc.","Hostomice,nám.",3,63
292260,"Hostomice,Lštěň,rozc.","Velký Chlumec,Malý Chlumec",3,63
292275,"Hostomice,Radouš","Hostomice,Bezdědice",3,133
292304,"Hostomice,Radouš",Lhotka,3,50
292314,"Hostomice,Radouš",Neumětely,3,60
292326,"Hostomice,Radouš","Neumětely,žel.zast.",3,8
292330,"Hostomice,nám.","Hostomice,Lštěň",3,5
292331,"Hostomice,nám.","Hostomice,Lštěň,rozc.",3,63
292346,"Hostomice,nám.","Hostomice,odb.Zátor",3,60
292358,"Hostomice,nám.","Hostomice,škola",3,118
292384,"Hostomice,nám.","Hostomice,žel.st.",3,95
292403,"Hostomice,odb.Zátor","Běštín,škola",3,60
292415,"Hostomice,odb.Zátor","Hostomice,nám.",3,50
292425,"Hostomice,škola","Hostomice,Bezdědice",3,118
292451,"Hostomice,škola","Hostomice,nám.",3,133
292480,"Hostomice,žel.st.","Hostomice,nám.",3,90
292498,"Hostomice,žel.st.",Neumětely,3,40
292506,"Hostomice,žel.st.",Skřipel,3,55
292517,Hostouň,Dobrovíz,3,25
292522,Hostouň,Dolany,3,70
292539,Hostouň,"Hostouň,Na Pohoří",3,126
292571,Hostouň,"Hostouň,u hřiště",3,10
292576,Hostouň u Prahy,Dobrovíz-Amazon,2,69
292595,Hostouň u Prahy,"km 26,100 +0,020",2,74
292616,"Hostouň,Na Pohoří",Dobrovíz,3,176
292658,"Hostouň,Na Pohoří",Hostouň,3,126
292691,"Hostouň,Na Pohoří","Hostouň,u hřiště",3,45
292700,"Hostouň,u hřiště",Hostouň,3,10
292705,"Hostouň,u hřiště","Hostouň,Na Pohoří",3,50
292715,"Hostouň,u hřiště","Jeneč,Komerční zóna",3,30
292721,"Hostouň,u hřiště","Jeneč,Nádraží",3,25
292729,Hostín,"Hostín,u křížku",3,35
292736,Hostín,Liblice,3,35
292743,Hostín u Vojkovic,"Dřínov,U Kříže",3,164
292783,Hostín u Vojkovic,Vojkovice,3,165
292822,"Hostín,V Lukách","Hostín,u křížku",3,50
292832,"Hostín,V Lukách","Velký Borek,Mělnická Vrutice",3,45
292841,"Hostín,u křížku",Hostín,3,40
292849,"Hostín,u křížku","Hostín,V Lukách",3,45
292858,Hostýnská,Na Palouku,3,2334
293431,Hostýnská,Plaňanská,3,2230
293996,Hotel Golf,Poštovka,0,5713
295343,Hotel Golf,Vozovna Motol,0,5666
296658,Hovorčovice,"Hovorčovice,U Kostela",3,582
296789,Hovorčovice,"Líbeznice,Zdrav.stř.",3,40
296797,Hovorčovice,Měšice,3,542
296920,Hovorčovice,Měšice u Prahy,2,221
296969,Hovorčovice,hr.VUSC 0100/0200 02,2,227
297019,"Hovorčovice,U Kostela",Hovorčovice,3,582
297150,"Hovorčovice,U Kostela",K Teplárně,3,291
297216,"Hovorčovice,U Kostela",Prebslova,3,291
297281,Hořany,"Klučov,Žhery",3,40
297289,Hořany,"Poříčany,Prodejna",3,40
297297,Hořesedly,Chrášťany,2,78
297316,Hořesedly,"Děkov,Nová Ves,rozc.",3,51
297328,Hořesedly,"Krupá,Šustna",3,51
297340,Hořesedly,Svojetín,2,78
297357,"Hořesedly,otočka","Děkov,Nová Ves,rozc.",3,10
297359,"Hořesedly,otočka","Hořesedly,u školy",3,20
297363,"Hořesedly,u školy","Děkov,Nová Ves,rozc.",3,63
297379,"Hořesedly,u školy","Hořesedly,otočka",3,30
297385,"Hořesedly,u školy",Kolešovice,3,93
297407,Hořešovice,Hořešovičky,3,118
297429,Hořešovice,Líský,3,10
297431,Hořešovice,Třebíz,3,103
297454,Hořešovičky,Hořešovice,3,123
297481,Hořešovičky,Panenský Týnec,3,63
297492,Hořešovičky,Zichovec,3,55
297503,"Hořice,kult.dům","Blažejovice,Vítonice,rozc.",3,5
297504,"Hořice,kult.dům","Dolní Kralovice,záv.",3,10
297506,"Hořice,kult.dům","Hořice,rozc.",3,5
297507,"Hořice,rozc.",Píšť,3,5
297508,Hořovice,Praskolesy,2,166
297537,Hořovice,"vl.v km 60,423",2,193
297570,"Hořovice,Komenského","Hořovice,nám.B.Němcové",3,272
297630,"Hořovice,Letná","Hořovice,Valdek",3,614
297776,"Hořovice,Letná","Kotopeky,Tihava,u mostu",3,86
297795,"Hořovice,Palackého nám.","Hořovice,Valdek",3,576
297926,"Hořovice,Palackého nám.","Hořovice,nám.B.Němcové",3,654
298079,"Hořovice,Palackého nám.","Hořovice,žel.st.",3,123
298107,"Hořovice,Sklenářka","Hořovice,Palackého nám.",3,5
298108,"Hořovice,Sklenářka","Hořovice,Valdek",3,188
298151,"Hořovice,Sklenářka","Hořovice,žel.st.",3,65
298167,"Hořovice,Sklenářka",Tlustice,3,175
298208,"Hořovice,Sklenářka","Tlustice,Cintlovka",3,120
298235,"Hořovice,Valdek","Hořovice,Letná",3,86
298254,"Hořovice,Valdek","Hořovice,Palackého nám.",3,649
298406,"Hořovice,Valdek","Hořovice,Sklenářka",3,278
298470,"Hořovice,Valdek","Hořovice,u garáží",3,206
298517,"Hořovice,Valdek","Hořovice,žel.st.",3,216
298567,"Hořovice,Vrchlického","Hořovice,u hřbitova",3,267
298626,"Hořovice,cihelna","Hořovice,nám.B.Němcové",3,35
298633,"Hořovice,cihelna","Hvozdec,myslivna",3,35
298640,"Hořovice,nemocnice","Hořovice,nám.B.Němcové",3,61
298654,"Hořovice,nemocnice","Hořovice,u zámku",3,90
298672,"Hořovice,nemocnice","Kotopeky,Tihava",3,25
298677,"Hořovice,nemocnice rozc.","Hořovice,u hřbitova",3,177
298718,"Hořovice,nemocnice rozc.","Rpety,ZD",3,114
298744,"Hořovice,nemocnice rozc.","Rpety,rozc.2.0",3,68
298760,"Hořovice,nám.B.Němcové","Hořovice,Palackého nám.",3,699
298919,"Hořovice,nám.B.Němcové","Hořovice,Vrchlického",3,267
298978,"Hořovice,nám.B.Němcové","Hořovice,cihelna",3,35
298985,"Hořovice,nám.B.Němcové","Hořovice,nemocnice",3,66
299000,"Hořovice,nám.B.Němcové","Hořovice,u Dražovky",3,59
299013,"Hořovice,u Dražovky","Hořovice,nám.B.Němcové",3,64
299027,"Hořovice,u Dražovky",Podluhy,3,59
299040,"Hořovice,u garáží","Hořovice,Valdek",3,47
299050,"Hořovice,u garáží","Hořovice,žel.st.",3,149
299087,"Hořovice,u garáží","Osek,Vystrkov",3,206
299134,"Hořovice,u hřbitova","Hořovice,Komenského",3,272
299194,"Hořovice,u hřbitova","Hořovice,nemocnice rozc.",3,182
299236,"Hořovice,u hřbitova","Hořovice,u zámku",3,85
299253,"Hořovice,u zámku","Hořovice,nemocnice",3,85
299270,"Hořovice,u zámku","Hořovice,u hřbitova",3,90
299288,"Hořovice,žel.st.","Hořovice,Letná",3,538
299417,Hořovičky,"Hořovičky,Hokov",3,5
299418,Hořovičky,"Hořovičky,Hokov,rozc.",3,102
299443,Hořovičky,"Hořovičky,Vrbice",3,22
299448,Hořovičky,Kolešov,3,51
299460,Hořovičky,"Kolešov,rozc.",3,73
299478,"Hořovičky,Bukov",Hořovičky,3,5
299479,"Hořovičky,Bukov","Jesenice,Chotěšov",3,30
299485,"Hořovičky,Bukov",Kolešov,3,35
299492,"Hořovičky,Bukov","Kryry,Strojetice,křiž.",3,5
299493,"Hořovičky,Hokov",Hořovičky,3,5
299494,"Hořovičky,Hokov","Kolešovice,Heřmanov",3,5
299495,"Hořovičky,Hokov,rozc.","Děkov,Nová Ves,rozc.",3,102
299520,"Hořovičky,Hokov,rozc.",Hořovičky,3,93
299543,"Hořovičky,Vrbice","Děkov,jednota",3,22
299548,"Hořovičky,Vrbice",Hořovičky,3,31
299555,Hořátev,Nymburk město výh.22,2,270
299596,Hořátev,Sadská,2,263
299637,"Hořátev,ZD","Nymburk,Dopravní",3,25
299642,"Hořátev,ZD","Písková Lhota,rozc.Hořátev",3,20
299646,"Hořátev,prodejna","Hořátev,technologický park",3,75
299661,"Hořátev,prodejna","Nymburk,Dopravní",3,30
299667,"Hořátev,prodejna","Nymburk,Nám.",3,25
299672,"Hořátev,technologický park","Hořátev,prodejna",3,55
299683,"Hořátev,technologický park",Sadská,3,30
299689,"Hořátev,technologický park","Zvěřínek,rozc.Hořátev",3,45
299698,Hořín,Býkev,3,10
299700,Hořín,"Hořín,Brozánky",3,65
299713,Hořín,"Hořín,Vrbno",3,60
299725,"Hořín,Brozánky",Býkev,3,126
299755,"Hořín,Brozánky",Hořín,3,70
299769,"Hořín,Brozánky","Mělník,Rybáře",3,206
299815,"Hořín,Brozánky,Staré Brozánky","Dolní Beřkovice,Posadovice",3,99
299836,"Hořín,Brozánky,Staré Brozánky","Mělník,Rybáře",3,99
299857,"Hořín,Vrbno",Hořín,3,55
299868,"Hořín,Vrbno","Hořín,Zelčín",3,60
299880,"Hořín,Zelčín","Hořín,Vrbno",3,55
299891,"Hořín,Zelčín","Lužec n.Vlt.,Chramostek",3,60
299903,Hraběšín,"Třebonín,rozc.Chedrbí",3,25
299908,Hraběšín,"Zbýšov,Třískovec",3,25
299913,Hracholusky,"Hracholusky,rozc.Novosedly",3,38
299925,Hracholusky,Hřebečníky,3,36
299935,"Hracholusky,rozc.Novosedly",Hracholusky,3,36
299945,"Hracholusky,rozc.Novosedly","Hřebečníky,Újezdec,rozc.",3,38
299957,Hradební,Haštalské náměstí,3,326
300011,Hradební,Truhlářská,3,331
300066,"Hradec,Hamry,rozc.0.7","Kozlov,Olešná",3,25
300071,"Hradec,Hamry,rozc.0.7","Ledeč n.Sáz.,sušárna",3,25
300076,"Hradečno,Nová Studnice",Drnek,3,65
300089,"Hradečno,Nová Studnice","Hradečno,Obora",3,65
300102,"Hradečno,Nová Ves","Hradečno,Obora",3,20
300106,"Hradečno,Nová Ves",Ledce,3,88
300126,"Hradečno,Nová Ves",Smečno,3,103
300149,"Hradečno,Obora","Hradečno,Nová Studnice",3,65
300162,"Hradečno,Obora","Hradečno,Nová Ves",3,20
300166,"Hradečno,Obora",Kačice,3,45
300175,Hradešín,"Hradešín,ObÚ",3,44
300185,Hradešín,"Hradešín,sklady Marca",3,115
300212,Hradešín,Masojedy,3,79
300231,"Hradešín,ObÚ",Hradešín,3,44
300241,"Hradešín,sklady Marca",Hradešín,3,123
300270,"Hradešín,sklady Marca","Přišimasy,Horka",3,115
300297,Hradištko,"Hradištko,Chaty",3,73
300312,Hradištko,"Hradištko,Kersko,U Pramene",3,5
300313,Hradištko,"Sadská,Mrsolská cesta",3,78
300330,"Hradištko,Brunšov","Hradištko,Rajchardov",3,169
300374,"Hradištko,Brunšov",Štěchovice,3,169
300418,"Hradištko,Chaty",Hradištko,3,83
300436,"Hradištko,Chaty","Hradištko,Kersko Branaldova",3,73
300451,"Hradištko,Kersko Branaldova","Hradištko,Chaty",3,83
300469,"Hradištko,Kersko Branaldova","Hradištko,Kersko Hrabalova",3,73
300484,"Hradištko,Kersko Hrabalova","Hradištko,Kersko Branaldova",3,83
300502,"Hradištko,Kersko Hrabalova","Hradištko,Kersko,U Pramene",3,25
300507,"Hradištko,Kersko Hrabalova","Semice,Rozc.Velenka",3,98
300527,"Hradištko,Kersko hl.sil.","Hradištko,Kersko,U Pramene",3,30
300533,"Hradištko,Kersko hl.sil.","Sadská,Kaple",3,132
300569,"Hradištko,Kersko hl.sil.",Velenka,3,162
300615,"Hradištko,Kersko,U Pramene",Hradištko,3,5
300616,"Hradištko,Kersko,U Pramene","Hradištko,Kersko Hrabalova",3,25
300621,"Hradištko,Kersko,U Pramene","Hradištko,Kersko hl.sil.",3,30
300627,"Hradištko,Osada","Hradištko,Pikovice,Pod Medníkem",3,76
300647,"Hradištko,Osada","Hradištko,Zámek",3,70
300667,"Hradištko,Pikovice,Most","Hradištko,Pikovice,Obec",3,70
300687,"Hradištko,Pikovice,Obec","Hradištko,Pikovice,Most",3,76
300707,"Hradištko,Pikovice,Obec","Hradištko,Pikovice,Pod Medníkem",3,70
300727,"Hradištko,Pikovice,Pod Medníkem","Hradištko,Osada",3,70
300747,"Hradištko,Pikovice,Pod Medníkem","Hradištko,Pikovice,Obec",3,76
300767,"Hradištko,Rajchardov","Hradištko,Brunšov",3,169
300811,"Hradištko,Rajchardov","Hradištko,U Rybníčku",3,169
300855,"Hradištko,U Rybníčku","Hradištko,Rajchardov",3,169
300899,"Hradištko,U Rybníčku","Hradištko,Zámek",3,119
300930,"Hradištko,U Rybníčku","Krňany,Závist",3,55
300944,"Hradištko,Zámek","Hradištko,Osada",3,76
300964,"Hradištko,Zámek","Hradištko,U Rybníčku",3,114
300994,Hradiště,"Hradiště,rozc.",3,15
300997,"Hradiště,rozc.",Hradiště,3,15
301000,"Hradiště,rozc.","Kondrac,Vítův Mlýn",3,10
301002,"Hradiště,rozc.","Ostrov,rozc.",3,5
301003,Hradčanská,Chotkovy sady,0,1700
301343,Hradčanská,Dejvická,1,1635
301817,Hradčanská,Korunovační,3,35
301826,Hradčanská,Malostranská,1,1635
302313,Hradčanská,Prašný most,0,1760
302665,Hradčanská,Sibiřské náměstí,3,844
302902,Hradčanská,Sparta,0,3715
303623,Hradčanská,Sparta,3,28
303649,Hradčanská,Vítězné náměstí,0,2215
304080,Hradčanská,Vítězné náměstí,3,35
304097,Hradčanská,Špejchar,0,25
304102,Hradčanská (ul. Badeniho),Královský letohrádek,0,4312
305197,Hradčanská (ul. Badeniho),Malostranská,0,1645
305646,Hradčanská (ul. Badeniho),Sparta,0,4155
306805,Hradčanská (ul. Badeniho),Špejchar,0,886
307043,Hradčany,"Hradčany,ObÚ",3,41
307051,Hradčany,Opočnice,3,50
307063,Hradčany,"Opočnice,rozc.Hradčany",3,96
307086,"Hradčany,ObÚ",Hradčany,3,146
307121,"Hradčany,ObÚ","Žehuň,u rybníka",3,56
307132,Hrazanská,Cholupice,3,550
307266,Hrazanská,Točná,3,520
307393,Hrdlořezská,Na Lukách,3,145
307422,Hrdlořezská,Spojovací,3,150
307452,Hrdlořezy,"Hrdlořezy,Přední důl",3,105
307473,Hrdlořezy,"Čistá,hlavní silnice",3,170
307507,"Hrdlořezy,Přední důl",Hrdlořezy,3,170
307541,"Hrdlořezy,Přední důl","Mladá Boleslav,Debř,hl.sil.",3,155
307572,"Hrdlořezy,Přední důl","Mladá Boleslav,Debř,škola",3,50
307582,Hrdlív,"Slaný,Těhul",3,185
307625,Hrdlív,"Třebichovice,u hřbitova",3,185
307668,Hrdoňovice,Libuň,2,37
307679,Hrdoňovice,Mladějov v Čechách,2,37
307690,Hrejkovice,"Hrejkovice,Chlumek,samoty",3,13
307695,Hrejkovice,"Hrejkovice,Pechova Lhota",3,12
307699,Hrejkovice,"Kostelec n.Vlt.,U rybníka",3,1
307700,"Hrejkovice,Chlumek,rozc.0.8","Hrejkovice,Chlumek,rybník Zlatina",3,13
307705,"Hrejkovice,Chlumek,rozc.0.8","Hrejkovice,Chlumek,samoty",3,13
307710,"Hrejkovice,Chlumek,rybník Zlatina","Hrejkovice,Chlumek,rozc.0.8",3,13
307715,"Hrejkovice,Chlumek,rybník Zlatina","Milevsko,poliklinika",3,13
307720,"Hrejkovice,Chlumek,samoty","Hrejkovice,Chlumek,rozc.0.8",3,13
307725,"Hrejkovice,Chlumek,samoty","Hrejkovice,ObÚ",3,13
307730,"Hrejkovice,ObÚ",Hrejkovice,3,13
307735,"Hrejkovice,Pechova Lhota",Hrejkovice,3,13
307740,"Hrejkovice,Pechova Lhota","Hrejkovice,Pechova Lhota,rozc.",3,13
307745,"Hrejkovice,Pechova Lhota,rozc.","Hrejkovice,Pechova Lhota",3,13
307750,"Hrejkovice,Pechova Lhota,rozc.",Kovářov,3,13
307755,Hrnčíře,Hrnčířský hřbitov,3,531
307884,Hrnčíře,"Jesenice,Zdiměřice,Sportovní areál",3,524
308010,Hrnčířský hřbitov,Hrnčíře,3,524
308136,Hrnčířský hřbitov,Pod Vsí,3,1704
308545,Hrnčířský hřbitov,"Průhonice,Rozkoš",3,129
308577,Hrnčířský hřbitov,Šeberák,3,669
308746,Hrubá Skála,Borek pod Troskami,2,2
308747,Hrubá Skála,Karlovice-Sedmihorky,2,2
308748,"Hrubý Jeseník,Kovárna","Hrubý Jeseník,U Parku",3,40
308756,"Hrubý Jeseník,Kovárna","Oskořínek,U Pomníku",3,50
308766,"Hrubý Jeseník,U Parku","Hrubý Jeseník,Kovárna",3,50
308776,"Hrubý Jeseník,U Parku","Křinec,Mečíř",3,40
308784,Hrusice,"Hrusice,Na Šmejkalce",3,15
308787,Hrusice,"Hrusice,Vlčí halíř",3,98
308809,Hrusice,"Ondřejov,U Pily",3,96
308830,"Hrusice,Na Šmejkalce",Hrusice,3,15
308833,"Hrusice,Na Šmejkalce","Senohraby,Žel.st.",3,15
308836,"Hrusice,Vlčí halíř",Hrusice,3,96
308857,"Hrusice,Vlčí halíř","Mnichovice,U Hřbitova",3,98
308879,Hrušov,Chotětov,3,55
308890,Hrušov,"Hrušov,u křížku",3,60
308902,"Hrušov,u křížku","Horky n.Jiz.,u hřbitova",3,60
308914,"Hrušov,u křížku",Hrušov,3,55
308925,"Hrádek,nad záv.","Dobřív,Pavlovsko",3,56
308938,"Hrádek,nad záv.","Kamenný Újezd,rozc.0.6",3,56
308950,"Hudlice,Dibří","Hudlice,dolní",3,88
308970,"Hudlice,Dibří",Trubská,3,10
308972,"Hudlice,Dibří","Trubská,rozc.1.0",3,78
308990,"Hudlice,dolní","Hudlice,Dibří",3,88
309010,"Hudlice,dolní","Hudlice,horní",3,50
309020,"Hudlice,dolní","Otročiněves,I",3,38
309030,"Hudlice,horní","Hudlice,dolní",3,30
309036,"Hudlice,horní","Hudlice,u kříže",3,50
309046,"Hudlice,u kříže","Hudlice,horní",3,30
309052,"Hudlice,u kříže","Otročiněves,I",3,50
309062,Hudčice,Březnice,2,59
309074,Hudčice,"vlečka v km 6,470",2,59
309086,Hulice,"Hulice,úpravna",3,63
309101,Hulice,"Soutice,Kalná",3,63
309116,"Hulice,úpravna",Hulice,3,58
309130,"Hulice,úpravna","Zruč n.Sáz.,Nesměřice",3,63
309145,Hulická,Nádraží Klánovice,3,528
309258,Hulická,Nádraží Klánovice-sever,3,475
309380,Hulická,Smiřická,3,21
309383,Hulická,Újezd nad Lesy,3,1034
309628,Huntířovská,Kbely,3,1515
309997,Huntířovská,Letecké muzeum,3,1542
310372,"Husinec,Rozc.","Husinec,Samota",3,146
310405,"Husinec,Rozc.","Husinec,Řež,Sídliště",3,146
310438,"Husinec,Samota","Husinec,Rozc.",3,146
310471,"Husinec,Samota","Klecany,U Kostela",3,146
310504,"Husinec,Řež","Husinec,Řež,Sídliště",3,146
310537,"Husinec,Řež","Husinec,Řež,Záv.",3,146
310570,"Husinec,Řež,Sídliště","Husinec,Rozc.",3,146
310603,"Husinec,Řež,Sídliště","Husinec,Řež",3,146
310636,"Husinec,Řež,Záv.","Husinec,Řež",3,146
310669,Husí Lhota,"Kněžmost,Úhelnice",3,68
310686,Husí Lhota,"Plazy,Valy",3,69
310703,Hutmanka,U Waltrovky,3,381
310803,Hutmanka,Vidoule,3,410
310904,Hutě,Jordánská,3,925
311128,Hutě,Lehovec,3,253
311177,Hutě,Rajská zahrada,3,719
311365,Hvozd,"Hvozd,Žďáry",3,10
311367,Hvozd,Malinová,3,34
311375,Hvozd,Senec,3,39
311384,"Hvozd,Žďáry",Hvozd,3,10
311386,"Hvozd,Žďáry",Malinová,3,10
311388,Hvozdec,"Hvozdec,myslivna",3,35
311395,"Hvozdec,Mrtník","Komárov,Na Kocábce",3,10
311397,"Hvozdec,myslivna","Hořovice,cihelna",3,35
311404,"Hvozdec,myslivna",Hvozdec,3,35
311411,Hvozdnice,"Davle,Sloup",3,79
311428,Hvozdnice,"Hvozdnice,Chaty",3,79
311445,"Hvozdnice,Chaty","Bojanovice,Chaty",3,79
311462,"Hvozdnice,Chaty",Hvozdnice,3,79
311479,Hvožďany,"Hvožďany,Pozdyně",3,20
311483,Hvožďany,"Hvožďany,Roželov",3,5
311484,"Hvožďany,Planiny","Hvožďany,Roželov,Mýta",3,20
311488,"Hvožďany,Planiny","Mladý Smolivec,Starý Smolivec,I",3,15
311491,"Hvožďany,Pozdyně",Hvožďany,3,15
311494,"Hvožďany,Pozdyně","Mladý Smolivec,Starý Smolivec,II",3,20
311498,"Hvožďany,Roželov",Hvožďany,3,5
311499,"Hvožďany,Roželov","Hvožďany,Roželov,Mýta",3,15
311502,"Hvožďany,Roželov","Hvožďany,Roželov,Na Sedlečku",3,25
311507,"Hvožďany,Roželov,Mýta","Hvožďany,Planiny",3,15
311510,"Hvožďany,Roželov,Mýta","Hvožďany,Roželov",3,20
311514,"Hvožďany,Roželov,Na Sedlečku","Hvožďany,Roželov",3,20
311518,"Hvožďany,Roželov,Na Sedlečku","Hvožďany,Vacíkov,Na Dědku",3,25
311523,"Hvožďany,Vacíkov,Na Dědku","Hvožďany,Roželov,Na Sedlečku",3,20
311527,"Hvožďany,Vacíkov,Na Dědku","Rožmitál p.Tř.,Voltuš,Trepanda",3,25
311532,Hvězdonice,Chocerady,2,103
311557,Hvězdonice,Zlenice,2,99
311584,Hybšmanka,Podbělohorská,3,790
311794,Hybšmanka,Stadion Strahov,3,789
312012,Háje,Horčičkova,3,7039
313879,Háje,Metodějova,3,2961
314564,Háje,Milíčov,3,155
314595,Háje,Modrá škola,3,3189
315493,Háje,Opatov,1,1930
315997,"Háje,otočiště","Háje,šachta 21 rozc.0.8",3,98
316021,"Háje,otočiště","Příbram,U Míků",3,103
316047,"Háje,šachta 16","Dubenec,motorest",3,98
316071,"Háje,šachta 16","Háje,šachta 21 rozc.0.8",3,103
316097,"Háje,šachta 21 rozc.0.8","Háje,otočiště",3,103
316123,"Háje,šachta 21 rozc.0.8","Háje,šachta 16",3,98
316147,Hájek,Královice,3,172
316193,Hájek,Pod Hradem,3,105
316220,Hájek,U Mezníku,3,498
316356,Hájová,Nedvězí,3,248
316413,Hájová,Pánkova,3,248
316467,Högerova,Chaplinovo náměstí,3,879
316691,Högerova,Geologická,3,684
316930,Högerova,Slavínského,3,188
316973,Hýskov,Beroun-Závodí,2,103
316994,Hýskov,"Hýskov,Na Krétě",3,5
316995,Hýskov,"Hýskov,u hřbitova",3,10
316997,Hýskov,Nižbor,2,103
317016,"Hýskov,Na Krétě","Beroun,Eternitka",3,209
317065,"Hýskov,Na Krétě",Hýskov,3,15
317068,"Hýskov,Na Krétě","Hýskov,Prefa",3,184
317112,"Hýskov,Prefa",Hýskov,3,5
317113,"Hýskov,Prefa","Hýskov,Na Krétě",3,204
317161,"Hýskov,Prefa","Hýskov,u hřbitova",3,174
317203,"Hýskov,u hřbitova","Hýskov,Prefa",3,204
317251,"Hýskov,u hřbitova","Nižbor,Stradonice,lávka",3,184
317295,Hřebenka,Holečkova,3,790
317493,Hřebenka,U Palaty,3,788
317691,Hřebeč,"Buštěhrad,U Kahance",3,116
317722,Hřebeč,"Buštěhrad,u školy",3,15
