,stop_from_name,stop_to_name,route_type,weight
916426,Obora Hvězda,Vypich,0,4361
917517,Obora odbočka,Křinec,2,121
917544,Obora odbočka,Ledečky,2,105
917564,Obora odbočka,Svídnice,2,11
917571,Obory,"Nečín,Jablonce",3,25
917576,Obory,"Obory,samoty",3,98
917598,Obory,"Obory,čerpací stanice",3,78
917616,"Obory,Pánkovka","Obory,čerpací stanice",3,78
917634,"Obory,Pánkovka","Višňová,rozc.",3,78
917652,"Obory,samoty","Hřiměždice,Vestec",3,15
917655,"Obory,samoty","Hřiměždice,Vestec,rozc.",3,78
917673,"Obory,samoty","Kamýk n.Vlt.,Velká,Sedla",3,5
917674,"Obory,samoty",Obory,3,103
917697,"Obory,čerpací stanice",Obory,3,78
917715,"Obory,čerpací stanice","Obory,Pánkovka",3,78
917733,Obořiště,"Obořiště,Lhotka",3,98
917757,Obořiště,"Obořiště,Vyšehrad",3,108
917784,Obořiště,Svaté Pole,3,10
917786,"Obořiště,Lhotka","Dobříš,lom",3,98
917810,"Obořiště,Lhotka",Obořiště,3,103
917836,"Obořiště,Vyšehrad","Dlouhá Lhota,U Křížku",3,103
917862,"Obořiště,Vyšehrad",Obořiště,3,108
917888,"Obořiště,Vyšehrad","Ouběnice,Ostrov",3,5
917889,Obrubce,"Dolní Bousov,Bechov",3,35
917896,Obrubce,"Obruby,Na Místech",3,60
917908,"Obrubce,hl.sil.","Dolní Bousov,Bechov",3,31
917915,"Obrubce,hl.sil.","Obruby,Na Místech",3,55
917930,"Obrubce,hl.sil.","Sukorady,Martinovice",3,86
917951,"Obruby,Na Místech","Dolní Bousov,Bechov",3,10
917953,"Obruby,Na Místech","Dolní Bousov,nám.",3,5
917954,"Obruby,Na Místech",Obrubce,3,35
917961,"Obruby,Na Místech","Obrubce,hl.sil.",3,56
917976,"Obruby,Na Místech","Obruby,U Holubičků",3,115
918003,"Obruby,U Holubičků","Kněžmost,Malobratřice,hl.sil.",3,60
918015,"Obruby,U Holubičků","Obruby,Na Místech",3,106
918040,"Obruby,U Holubičků",Přepeře,3,55
918055,Observatoř Libuš,Levského,3,651
918222,Observatoř Libuš,Sídliště Libuš,3,1013
918463,Občov,"Občov,U Lesa",3,63
918478,Občov,"Suchodol,Líha,rozc.1.0",3,60
918493,"Občov,U Lesa",Občov,3,60
918508,"Občov,U Lesa","Příbram,Fibichova",3,63
918523,Obříství,"Obříství,Dušníky",3,180
918565,Obříství,"Obříství,Štěpánský most",3,323
918645,"Obříství,Dušníky",Chlumín,3,180
918687,"Obříství,Dušníky",Obříství,3,200
918733,"Obříství,Štěpánský most","Kly,Větrušice",3,369
918815,"Obříství,Štěpánský most",Libiš,3,244
918879,"Obříství,Štěpánský most","Libiš,Obec",3,349
918960,"Obříství,Štěpánský most",Obříství,3,298
919032,Ocelářská,Arena Libeň jih,0,2836
919742,Ocelářská,Balabenka,0,3752
920609,Ocelářská,Multiaréna Praha,0,1490
920907,Odb Káraný,Lysá nad Labem,2,319
920959,Odb Káraný,Čelákovice-Jiřina,2,329
921017,Odb Zeleneč,Zeleneč,2,319
921069,Odb Zeleneč,hr.VUSC 0100/0200 03,2,329
921127,Odb Černý Most,Praha-Horní Počernice,2,319
921179,Odb Černý Most,Skály odbočka,2,329
921237,Oderská,Ke Stadionu,3,767
921434,Oderská,Čakovice,3,769
921630,Odlehlá,Krejcárek,3,1499
921975,Odlehlá,Skloněná,3,3257
922750,"Odolena Voda,Dolní náměstí","Odolena Voda,Komenského",3,635
922894,"Odolena Voda,Dolní náměstí",Postřižín,3,218
922946,"Odolena Voda,Dolní náměstí","Postřižín,U Kapličky",3,35
922953,"Odolena Voda,Dolní náměstí",Veliká Ves,3,199
922998,"Odolena Voda,Dolní náměstí",Úžice,3,127
923027,"Odolena Voda,Dolní náměstí","Úžice,Kopeč",3,96
923051,"Odolena Voda,Dolínek","Odolena Voda,Komenského",3,296
923125,"Odolena Voda,Dolínek","Odolena Voda,Závod",3,26
923135,"Odolena Voda,Dolínek",Panenské Břežany,3,170
923184,"Odolena Voda,Dolínek,Vodolská","Odolena Voda,Dolní náměstí",3,758
923359,"Odolena Voda,Ke Stadionu","Odolena Voda,Dolínek",3,147
923401,"Odolena Voda,Ke Stadionu","Odolena Voda,Dolínek,Vodolská",3,312
923483,"Odolena Voda,Ke Stadionu","Odolena Voda,Závod",3,33
923492,"Odolena Voda,Komenského",Klíčany,3,7
923493,"Odolena Voda,Komenského","Odolena Voda,Dolínek,Vodolská",3,421
923581,"Odolena Voda,Komenského","Odolena Voda,Ke Stadionu",3,492
923714,"Odolena Voda,Komenského","Odolena Voda,Závod",3,448
923806,"Odolena Voda,Závod",Klíčany,3,503
923909,"Odolena Voda,Závod","Odolena Voda,Dolínek",3,23
923916,"Odolena Voda,Závod","Odolena Voda,Dolínek,Vodolská",3,25
923921,"Odolena Voda,Závod","Odolena Voda,Komenského",3,430
924016,"Odolena Voda,Závod",Postřižín,3,115
924039,"Odolena Voda,Závod","Postřižín,U Kapličky",3,5
924040,Odra,Katovická,3,2537
924623,Odra,Sídliště Bohnice,3,70
924635,Odra,Zhořelecká,3,2503
925218,Odřepsy,"Choťánky,Vrčení",3,105
925242,Odřepsy,"Libice n.Cidl.,u sokolovny",3,36
925250,Odřepsy,Vlkov p.Oškobrhem,3,80
925268,Ohaveč,"Holín,Horní Lochov",3,57
925281,Ohaveč,"Holín,odb.Prachovské skály",3,62
925295,Ohaře,Němčice,3,68
925310,Ohaře,Polní Chrčice,3,68
925326,Ohařice,"Dolní Lochov,hlavní silnice",3,62
925340,Ohařice,"Samšina,Drštěkryje",3,57
925353,Ohrada,Biskupcova,0,8130
925664,Ohrada,Biskupcova,3,876
927496,Ohrada,Krejcárek,3,3257
928271,Ohrada,Vozovna Žižkov,0,8159
929401,Ohrada,Vozovna Žižkov,3,64
930289,Ohrada,Černínova,3,3253
931079,Ohradní,Michelská,3,3519
932001,Ohradské náměstí,Velká Ohrada,3,2053
932512,"Ohrazenice,u výkupny","Příšovice,hl.sil.",3,17
932515,"Ohrazenice,u výkupny","Turnov,U Benešů",3,17
932519,Ohrobec,"Ohrobec,Károv",3,161
932559,Ohrobec,"Ohrobec,U Rybníka",3,79
932579,Ohrobec,"Ohrobec,U Čisteckých",3,92
932601,"Ohrobec,Károv","Dolní Břežany,Zálepy",3,161
932641,"Ohrobec,Károv",Ohrobec,3,171
932683,"Ohrobec,U Rybníka",Ohrobec,3,82
932703,"Ohrobec,U Rybníka","Ohrobec,U Čisteckých",3,201
932751,"Ohrobec,U Rybníka","Ohrobec,Zvolská",3,273
932817,"Ohrobec,U Čisteckých","Dolní Břežany,Lhota",3,238
932876,"Ohrobec,U Čisteckých","Dolní Břežany,Na Rovném",3,55
932887,"Ohrobec,U Čisteckých",Ohrobec,3,79
932907,"Ohrobec,U Čisteckých","Ohrobec,U Rybníka",3,194
932953,"Ohrobec,Zvolská","Ohrobec,U Rybníka",3,283
933021,"Ohrobec,Zvolská",Zvole,3,273
933087,Okna,Doksy,2,121
933118,Okna,hr.VUSC 0200/0510 01,2,121
933150,Okoř,Libochovičky,3,120
933177,Okoř,Lichoceves,3,58
933191,Okoř,"Lichoceves,Noutonice,Nádraží",3,55
933205,Okoř,"Číčovice,Malé Číčovice",3,138
933238,"Okoř,Křižovatka",Okoř,3,135
933271,Okořská,Přívorská,3,589
933411,Okrouhlická,Ke Stírce,0,3308
934183,Okrouhlická,Kobylisy,3,63
934194,Okrouhlická,Vychovatelna,0,3307
934955,Okrouhlická,Vychovatelna,3,63
934977,Okrouhlo,"Okrouhlo,Zahořany",3,87
934998,Okrouhlo,"Zvole,Jílovská",3,77
935017,"Okrouhlo,Zahořany","Jílové u Prahy,Kamenná Vrata",3,51
935029,"Okrouhlo,Zahořany",Okrouhlo,3,72
935047,"Okřínek,Srbce","Okřínek,prodejna",3,106
935070,"Okřínek,Srbce","Vrbice,kult.dům",3,46
935081,"Okřínek,Srbce","Vrbice,u váhy",3,60
935093,"Okřínek,hl.sil.","Pátek,Nové Mlýny",3,41
935103,"Okřínek,hl.sil.",Senice,3,36
935112,"Okřínek,prodejna","Okřínek,Srbce",3,106
935135,"Okřínek,prodejna","Pátek,Nové Mlýny",3,5
935136,"Okřínek,prodejna",Senice,3,101
935158,Olbramovice,"Olbramovice L1c, L2C",2,208
935203,Olbramovice,"Olbramovice,STS",3,25
935208,Olbramovice,"Olbramovice,parcely",3,71
935224,Olbramovice,"Olbramovice,rozc.Zahradnice",3,119
935252,Olbramovice,Votice,2,202
935290,Olbramovice,"Votice,aut.st.",3,5
935291,Olbramovice,"Votice,rozc.Mladoušov",3,167
935331,Olbramovice,Vrchotovy Janovice,2,92
935351,"Olbramovice L1c, L2C",Olbramovice,2,202
935389,"Olbramovice L1c, L2C",Tomice,2,208
935434,"Olbramovice,Křešice","Olbramovice,Veselka",3,71
935450,"Olbramovice,Křešice","Vrchotovy Janovice,u sokolovny",3,71
935466,"Olbramovice,STS",Olbramovice,3,30
935472,"Olbramovice,STS","Olbramovice,Veselka",3,68
935488,"Olbramovice,STS","Votice,rozc.Mladoušov",3,43
935499,"Olbramovice,Tomice II","Bystřice,Ouběnice,rozc.Jiřín",3,32
935506,"Olbramovice,Tomice II","Olbramovice,rozc.Zahradnice",3,34
935514,"Olbramovice,Veselka","Olbramovice,Křešice",3,71
935530,"Olbramovice,Veselka","Olbramovice,STS",3,73
935547,"Olbramovice,Veselka","Olbramovice,žel.st.",3,139
935579,"Olbramovice,parcely",Olbramovice,3,76
935596,"Olbramovice,parcely","Olbramovice,žel.st.",3,71
935612,"Olbramovice,rozc.Slavkov","Vrchotovy Janovice,Rudoltice",3,51
935624,"Olbramovice,rozc.Slavkov","Vrchotovy Janovice,Zrcadlo",3,46
935635,"Olbramovice,rozc.Zahradnice","Bystřice,Tožice",3,87
935656,"Olbramovice,rozc.Zahradnice",Olbramovice,3,121
935685,"Olbramovice,rozc.Zahradnice","Olbramovice,Tomice II",3,32
935692,"Olbramovice,žel.st.","Olbramovice,Veselka",3,144
935725,"Olbramovice,žel.st.","Olbramovice,parcely",3,71
935741,"Oldřichov,Těmice rozc.1.0","Miličín,Petrovice",3,9
935744,"Oldřichov,Těmice rozc.1.0",Zhoř u Ml.Vožice,3,14
935748,Oleška,"Kostelec n.Č.l.,Svatbínská",3,190
935804,Oleška,"Oleška,Králka",3,30
935810,Oleška,"Oleška,Rozc.Krymlov",3,231
935869,"Oleška,Brník","Oleška,Brník,U Rybníka",3,30
935875,"Oleška,Brník","Oleška,Králka",3,56
935890,"Oleška,Brník","Vitice,Dobré Pole",3,81
935908,"Oleška,Brník,U Rybníka","Kostelec n.Č.l.,Svatbínská",3,30
935914,"Oleška,Brník,U Rybníka","Oleška,Brník",3,30
935920,"Oleška,Bulánka","Kouřim,Molitorov",3,56
935935,"Oleška,Bulánka","Oleška,Králka",3,81
935953,"Oleška,Bulánka","Vitice,Dobré Pole",3,30
935959,"Oleška,Krymlov","Oleška,Rozc.Krymlov",3,30
935965,"Oleška,Králka",Oleška,3,30
935971,"Oleška,Králka","Oleška,Brník",3,51
935983,"Oleška,Králka","Oleška,Bulánka",3,86
936004,"Oleška,Rozc.Krymlov",Oleška,3,220
936066,"Oleška,Rozc.Krymlov","Oleška,Krymlov",3,30
936072,"Oleška,Rozc.Krymlov",Ždánice,3,201
936125,"Olešnice,Levín","Olešnice,ObÚ",3,29
936132,"Olešnice,Levín","Olešnice,náves",3,25
936137,"Olešnice,Levín","Žiželice,Loukonosy",3,54
936149,"Olešnice,ObÚ","Chlumec n.Cidl.,nemocnice",3,54
936161,"Olešnice,ObÚ","Olešnice,Levín",3,24
936167,"Olešnice,ObÚ","Olešnice,náves",3,30
936173,"Olešnice,náves","Olešnice,Levín",3,30
936179,"Olešnice,náves","Olešnice,ObÚ",3,25
936184,Olešná,"Cheznovice,ObÚ",3,68
936199,Olešná,Chrášťany,3,169
936237,Olešná,Jivina,3,63
936252,Olešná,"Olešná,Kokrdy",3,154
936287,Olešná,"Pelhřimov,nem.II",3,5
936288,Olešná,"Zaječov,u hřbitova",3,25
936293,"Olešná,Kokrdy",Olešná,3,179
936333,"Olešná,Kokrdy","Rakovník,Lišanská",3,149
936367,"Olešná,Kokrdy","Rakovník,u vodojemu",3,5
936368,"Olešná,Plevnice,rozc.",Olešná,3,5
936369,"Olešná,rozc.Těně","Cheznovice,ObÚ",3,66
936384,"Olešná,rozc.Těně",Těně,3,19
936389,"Olešná,rozc.Těně","Těně,Smolárna",3,80
936407,Olovnice,"Kralupy n.Vlt.,Zeměchy,Žel.zast.",3,88
936427,Olovnice,Neuměřice,2,140
936451,Olovnice,"Slatina,u cihelny",3,88
936471,Olovnice,Zeměchy,2,140
936496,Olovnice zast.,Kralupy nad Vltavou předměstí,2,148
936522,Olovnice zast.,Velká Bučina,2,143
936545,Olšanská,Nákladové nádraží Žižkov,0,6300
938044,Olšanská,Olšanské náměstí,0,6233
939523,Olšanské hřbitovy,Flora,0,5498
940916,Olšanské hřbitovy,Želivského,0,3599
941763,Olšanské hřbitovy,Želivského,3,45
941813,Olšanské náměstí,Flora,3,1899
942150,Olšanské náměstí,Flora,0,1487
942653,Olšanské náměstí,Lipanská,0,7695
944499,Olšanské náměstí,Olšanská,0,6300
945998,Olšanské náměstí,Rokycanova,3,1874
946441,"Ondřejov,Dlážděná","Ondřejov,Náměstí",3,73
946458,"Ondřejov,Dlážděná","Stř.Skalice,Kost.Střimel.,Skalka",3,63
946473,"Ondřejov,Hřbitov",Chocerady,3,87
946496,"Ondřejov,Hřbitov","Ondřejov,Náměstí",3,81
946516,"Ondřejov,Náměstí","Ondřejov,Dlážděná",3,63
946531,"Ondřejov,Náměstí","Ondřejov,Hřbitov",3,87
946554,"Ondřejov,Náměstí","Ondřejov,Turkovická",3,24
946560,"Ondřejov,Náměstí","Ondřejov,U Pily",3,194
946605,"Ondřejov,Náměstí","Stříbrná Skalice,Hrad.Střimelice",3,5
946606,"Ondřejov,Turkovice","Kaliště,Lensedly",3,24
946612,"Ondřejov,Turkovice","Ondřejov,Turkovická",3,29
946619,"Ondřejov,Turkovická","Ondřejov,Náměstí",3,29
946626,"Ondřejov,Turkovická","Ondřejov,Turkovice",3,24
946632,"Ondřejov,Třemblat","Ondřejov,Třemblat,K Myšlínu",3,43
946643,"Ondřejov,Třemblat","Ondřejov,Třemblat,Lipská",3,97
946667,"Ondřejov,Třemblat",Zvánovice,3,139
946703,"Ondřejov,Třemblat,K Myšlínu","Mnichovice,hotel Myšlín",3,43
946714,"Ondřejov,Třemblat,K Myšlínu","Ondřejov,Třemblat",3,46
946725,"Ondřejov,Třemblat,Lipská","Ondřejov,Třemblat,Náves",3,93
946750,"Ondřejov,Třemblat,Lipská","Struhařov,Habr",3,97
946774,"Ondřejov,Třemblat,Náves","Ondřejov,Třemblat",3,93
946799,"Ondřejov,Třemblat,Rozc.Mnichovice","Ondřejov,Třemblat,Rozc.Zvánovice",3,96
946822,"Ondřejov,Třemblat,Rozc.Mnichovice","Ondřejov,U Pily",3,92
946846,"Ondřejov,Třemblat,Rozc.Zvánovice",Zvánovice,3,96
946869,"Ondřejov,U Pily",Hrusice,3,98
946891,"Ondřejov,U Pily","Ondřejov,Náměstí",3,188
946936,"Ondřejov,U Pily","Ondřejov,Třemblat,Rozc.Mnichovice",3,96
946959,Onomyšl,"Košice,rozc.",3,25
946964,Onomyšl,Nepoměřice,3,20
946968,Onomyšl,"Onomyšl,Křečovice,hl.sil.",3,45
946977,"Onomyšl,Křečovice","Onomyšl,Křečovice,hl.sil.",3,20
946981,"Onomyšl,Křečovice","Rašovice,Mančice",3,15
946984,"Onomyšl,Křečovice,hl.sil.",Onomyšl,3,50
946994,"Onomyšl,Křečovice,hl.sil.","Onomyšl,Křečovice",3,15
946997,"Onomyšl,Křečovice,hl.sil.","Rašovice,Mančice",3,30
947003,"Onomyšl,Křečovice,rozc.","Onomyšl,Miletín",3,58
947014,"Onomyšl,Křečovice,rozc.","Rašovice,Jindice",3,58
947024,"Onomyšl,Miletín","Onomyšl,Křečovice,rozc.",3,58
947034,"Onomyšl,Miletín","Onomyšl,Rozkoš",3,58
947045,"Onomyšl,Rozkoš","Onomyšl,Miletín",3,58
947055,"Onomyšl,Rozkoš","Suchdol,Solopysky",3,58
947066,Opatov,Bachova,3,1013
947307,Opatov,Chodov,1,1930
947811,Opatov,Háje,1,1867
948286,Opatov,Ke Kateřinkám,3,3384
949128,Opatov,Litochlebské náměstí,3,4220
950123,Opatov,"Modletice,Doubravice",3,90
950141,Opatov,"Modletice,Kaufland",3,50
950152,Opatov,Průhonice,3,166
950194,Opatov,U Dálnice,3,725
950376,Opatov,"Čestlice,V Oblouku",3,150
950406,Opatov,Šeberov,3,1322
950733,"Opatov,rozc.",Vyskytná,3,5
950734,Opatovice I,"Křesetice,Bykáň",3,30
950740,Opatovice I,"Černíny,Bahno",3,55
950751,Opatovice I,"Černíny,Zavadilka",3,25
950756,Opatovice I,Červené Janovice,3,70
950770,Oplany,"Konojedy,Klíče",3,74
950789,Oplany,"Oplany,Háj.",3,69
950806,"Oplany,Háj.",Oplany,3,59
950822,"Oplany,Háj.","Výžerky,Rozc.",3,69
950839,Opolany,"Opolany,Kanín,lávka",3,50
950849,Opolany,"Opolany,u kostela",3,51
950860,"Opolany,Kanín","Libice n.Cidl.,u kostela",3,30
950866,"Opolany,Kanín","Opolany,u mostu",3,30
950872,"Opolany,Kanín,lávka","Libice n.Cidl.,Opolanská",3,50
950882,"Opolany,Kanín,lávka",Opolany,3,51
950893,"Opolany,Opolánky","Opolany,Oškobrh",3,30
950899,"Opolany,Opolánky","Opolany,u kostela",3,25
950904,"Opolany,Opolánky","Sány,Otočka",3,5
950905,"Opolany,Opolánky,Badra","Dobšice,Libněves",3,30
950911,"Opolany,Opolánky,Badra","Opolany,Oškobrh",3,30
950917,"Opolany,Opolánky,k žel.zast.","Opolany,u kostela",3,55
950928,"Opolany,Opolánky,k žel.zast.",Sány,3,51
950939,"Opolany,Opolánky,k žel.zast.","Sány,Otočka",3,5
950940,"Opolany,Oškobrh","Opolany,Opolánky",3,30
950946,"Opolany,Oškobrh","Opolany,Opolánky,Badra",3,30
950952,"Opolany,u kostela",Opolany,3,50
950962,"Opolany,u kostela","Opolany,Opolánky",3,25
950967,"Opolany,u kostela","Opolany,Opolánky,k žel.zast.",3,56
950979,"Opolany,u kostela","Opolany,u mostu",3,30
950985,"Opolany,u mostu","Opolany,Kanín",3,30
950991,"Opolany,u mostu","Opolany,u kostela",3,30
950997,Opočnice,"Hradčany,ObÚ",3,55
951011,Opočnice,"Opočnice,jídelna",3,80
951029,Opočnice,"Opočnice,rozc.Hradčany",3,66
951042,Opočnice,"Vrbice,u váhy",3,41
951051,"Opočnice,jídelna",Dlouhopolsko,3,80
951069,"Opočnice,jídelna",Opočnice,3,80
951088,"Opočnice,rozc.Hradčany",Hradčany,3,41
951096,"Opočnice,rozc.Hradčany","Hradčany,ObÚ",3,50
951108,"Opočnice,rozc.Hradčany",Kolaje,3,80
951127,"Opočnice,rozc.Hradčany",Opočnice,3,71
951142,Opočno u Loun,Jimlín,2,98
951163,Opočno u Loun,Touchovice u Loun,2,98
951186,Opálová,Nový Slivenec,3,1042
951438,Ordovická,Za Mototechnou,3,213
951491,Ordovická,Šafránkova,3,218
951543,Orionka,Flora,0,2625
951854,Orionka,Flora,3,1874
952643,Orionka,Perunova,0,2637
953306,Orionka,Vlašimská,3,1854
953770,Ortenovo náměstí,Dělnická,0,2689
954428,Ortenovo náměstí,Nádraží Holešovice,0,2638
955076,Oráčov,"Jesenice,nám.",3,25
955081,Oráčov,Kosobody,2,95
955102,Oráčov,Švihov,3,45
955111,Oráčov,Švihov u Jesenice,2,100
955132,Osadní,Argentinská,3,145
955161,Osadní,Maniny,3,145
955190,Osecká,Klášterecká,3,361
955276,Osecká,Měděnecká,3,356
955368,Osecká,Prunéřovská,3,321
955450,Osecká,V Kratinách,3,680
955606,Osek,"Dolní Bousov,rozc.Ošťovice",3,45
955619,Osek,"Komárov,Buzuluk",3,191
955663,Osek,"Osek,Vystrkov",3,186
955708,Osek,"Sobotka,Na Syrovandě",3,40
955720,"Osek,Vystrkov","Hořovice,u garáží",3,196
955767,"Osek,Vystrkov",Osek,3,191
955811,"Osek,Vystrkov","Osek,u Anýže",3,15
955814,"Osek,u Anýže",Kařízek,3,5
955815,"Osek,u Anýže","Komárov,sídl.",3,10
955817,"Osek,u Anýže","Osek,Vystrkov",3,10
955819,Osečany,"Osečany,Podskalí",3,68
955835,Osečany,"Osečany,rozc.Paseky",3,83
955854,Osečany,Radíč,3,20
955858,Osečany,"Radíč,Dubliny",3,10
955860,"Osečany,Podskalí",Osečany,3,78
955878,"Osečany,Podskalí","Sedlčany,Sestrouň,rozc.",3,68
955894,"Osečany,Velběhy","Křečovice,Větrov",3,83
955913,"Osečany,Velběhy","Osečany,rozc.Paseky",3,88
955933,"Osečany,rozc.Paseky",Osečany,3,88
955953,"Osečany,rozc.Paseky","Osečany,Velběhy",3,83
955972,Oseček,"Oseček,V Lese",3,40
955980,Oseček,"Pňov-Předhradí,Předhradí",3,146
956011,"Oseček,V Lese",Oseček,3,40
956019,"Oseček,V Lese","Poděbrady,Kluk",3,40
956027,Oskořínek,Chleby,3,45
956036,Oskořínek,Jíkev,2,121
956063,Oskořínek,Křinec,2,116
956090,Oskořínek,Nový Dvůr,3,5
956091,Oskořínek,"Oskořínek,U Pomníku",3,40
956099,"Oskořínek,U Pomníku","Hrubý Jeseník,Kovárna",3,40
956107,"Oskořínek,U Pomníku",Oskořínek,3,50
956117,Osov,Hostomice pod Brdy,2,68
956132,Osov,Vižina,2,68
956149,"Osov,Osovec","Osov,škola",3,93
956170,"Osov,Osovec",Vižina,3,73
956187,"Osov,u zámku I","Osov,škola",3,153
956220,"Osov,u zámku I","Osov,žel.zast.",3,103
956243,"Osov,u zámku I",Skřipel,3,40
956251,"Osov,škola",Lážovice,3,45
956260,"Osov,škola","Osov,Osovec",3,73
956277,"Osov,škola","Osov,u zámku I",3,143
956308,"Osov,žel.zast.","Osov,u zámku I",3,98
956330,"Osov,žel.zast.","Velký Chlumec,I",3,103
956353,Ostrov,"Ostrov,rozc.",3,15
956356,Ostrov u Tochovic,Milín,2,110
956379,Ostrov u Tochovic,Tochovice zast.,2,110
956402,"Ostrov,rozc.","Hradiště,rozc.",3,10
956404,"Ostrov,rozc.",Ostrov,3,15
956407,"Ostrov,rozc.","Veliš,bytovky",3,5
956408,Ostrá,Lysá nad Labem,2,237
956449,Ostrá,"Ostrá,kino",3,10
956451,Ostrá,"Ostrá,náves",3,10
956453,Ostrá,"Ostrá,obora",3,25
956458,Ostrá,Stratov,2,228
956496,"Ostrá,kino",Ostrá,3,20
956500,"Ostrá,kino","Ostrá,náves",3,5
956501,"Ostrá,kino","Ostrá,Šnepov,odb.",3,20
956505,"Ostrá,náves",Ostrá,3,5
956506,"Ostrá,náves","Ostrá,kino",3,10
956508,"Ostrá,obora","Lysá n.L.,Litol,Borek",3,25
956513,"Ostrá,obora",Ostrá,3,20
956517,"Ostrá,Šnepov","Ostrá,Šnepov,odb.",3,10
956519,"Ostrá,Šnepov",Stratov,3,10
956521,"Ostrá,Šnepov,odb.","Ostrá,kino",3,25
956526,"Ostrá,Šnepov,odb.","Ostrá,Šnepov",3,10
956528,"Ostrá,Šnepov,odb.",Stratov,3,10
956530,Ostrčilovo náměstí,Albertov,0,4813
957688,Ostrčilovo náměstí,Svatoplukova,0,5093
958890,Ostředek,"Ostředek,Mžižovice",3,53
958903,Ostředek,"Ostředek,Třemošnice",3,55
958914,Ostředek,Roztyly,3,58
958928,Ostředek,Soutice,3,53
958941,Ostředek,Vodslivy,3,50
958951,Ostředek,"Vodslivy,rozc.",3,53
958964,Ostředek,Čakov,3,29
958971,"Ostředek,Mžižovice",Kozmice,3,53
958984,"Ostředek,Mžižovice",Ostředek,3,48
958996,"Ostředek,Třemošnice","Divišov,rozc.Křešice",3,55
959007,"Ostředek,Třemošnice",Ostředek,3,57
959019,Otakara Vrby,Nádraží Běchovice,3,420
959117,Otakarova,Divadlo Na Fidlovačce,0,1475
959458,Otakarova,Horky,0,125
959479,Otakarova,Nuselská radnice,0,103
959496,Otakarova,Nuselské schody,0,1380
959842,Otakarova,Nádraží Vršovice,0,2703
